FileName,NB_whistle_mean_time,nbVolume
 LC_ARU7_20240625_062500.wav,723.74,-3
 LC_ARU7_20240625_062500.wav,738.42,-5.59
 LC_ARU7_20240625_062500.wav,743.25,-3.12
 LC_ARU7_20240625_062500.wav,754.76,-3.08
 LC_ARU7_20240625_062500.wav,763.12,-4.87
 LC_ARU7_20240625_062500.wav,767.21,-3.13
 LC_ARU7_20240625_062500.wav,787.46,-3.05
 LC_ARU7_20240625_062500.wav,804.55,-3.57
 LC_ARU7_20240625_062500.wav,900.4,-3.53
 LC_ARU7_20240625_062500.wav,910.99,-3.22
 LC_ARU7_20240625_062500.wav,913.96,-3.77
 LC_ARU7_20240625_062500.wav,943.31,-3.27
 LC_ARU7_20240625_062500.wav,1136.31,-3.1
 LC_ARU7_20240625_062500.wav,1167.71,-3.09
 LC_ARU7_20240625_062500.wav,1365.54,-3.02
 LC_ARU7_20240625_062500.wav,1377.06,-3.93
 LC_ARU7_20240625_062500.wav,1392.66,-2.61
 LC_ARU7_20240625_062500.wav,1401.02,-3
 LC_ARU7_20240625_062500.wav,1413.47,-3.77
 LC_ARU7_20240625_062500.wav,1437.99,-3.11
 LC_ARU7_20240625_062500.wav,1447.83,-3.85
 LC_ARU7_20240625_062500.wav,1570.81,-2.86
 LC_ARU7_20240625_062500.wav,1650.5,-3.73
 LC_ARU7_20240625_062500.wav,1656.26,-3.1
 LC_ARU7_20240625_062500.wav,1738.36,-3.11
 LC_ARU7_20240625_062500.wav,1751.18,-3.07
 LC_ARU7_20240625_062500.wav,1766.04,-2.91
LC_ARU7_20240629_062500.wav,172.04,-3.96
LC_ARU7_20240629_062500.wav,193.58,-3.89
LC_ARU7_20240629_062500.wav,259.53,-4.01
LC_ARU7_20240629_062500.wav,392.72,-4.29
LC_ARU7_20240629_062500.wav,514.76,-2.76
LC_ARU7_20240629_062500.wav,526.47,-3.24
LC_ARU7_20240629_062500.wav,541.88,-3.62
LC_ARU7_20240629_062500.wav,708.7,-3.12
LC_ARU7_20240629_062500.wav,725.97,-2.49
LC_ARU7_20240629_062500.wav,811.98,-4.45
LC_ARU7_20240629_062500.wav,836.5,-3.5
LC_ARU7_20240629_062500.wav,879.04,-3.95
LC_ARU7_20240629_062500.wav,892.04,-3.78
LC_ARU7_20240629_062500.wav,904.86,-4.31
LC_ARU7_20240629_062500.wav,916,-4.05
LC_ARU7_20240629_062500.wav,954.08,-3.88
LC_ARU7_20240707_062500.wav,118.54,-4.44
LC_ARU7_20240707_062500.wav,126.71,-4.63
LC_ARU7_20240707_062500.wav,129.87,-4.49
LC_ARU7_20240707_062500.wav,140.46,-4.3
LC_ARU7_20240707_062500.wav,250.61,-4.32
LC_ARU7_20240707_062500.wav,261.02,-4.52
LC_ARU7_20240707_062500.wav,367.83,-4.62
LC_ARU7_20240707_062500.wav,413.9,-4.39
LC_ARU7_20240707_062500.wav,441.02,-4.44
LC_ARU7_20240707_062500.wav,480.03,-4.49
LC_ARU7_20240707_062500.wav,491.73,-4.47
LC_ARU7_20240707_062500.wav,656.13,-4.53
LC_ARU7_20240707_062500.wav,725.04,-4.94
LC_ARU7_20240707_062500.wav,732.66,-4.97
LC_ARU7_20240707_062500.wav,783.56,-4.93
LC_ARU7_20240707_062500.wav,788.02,-3.92
LC_ARU7_20240707_062500.wav,799.72,-4.14
LC_ARU7_20240707_062500.wav,810.31,-3.81
LC_ARU7_20240707_062500.wav,824.24,-3.7
LC_ARU7_20240707_062500.wav,858.05,-3.86
LC_ARU7_20240707_062500.wav,870.49,-3.89
LC_ARU7_20240707_062500.wav,901.14,-3.94
LC_ARU7_20240707_062500.wav,926.04,-3.56
LC_ARU7_20240707_062500.wav,936.99,-4.53
LC_ARU7_20240707_062500.wav,959.1,-3.11
LC_ARU7_20240707_062500.wav,981.95,-2.54
LC_ARU7_20240707_062500.wav,1007.03,-3.71
LC_ARU7_20240707_062500.wav,1023.74,-3.68
LC_ARU7_20240707_062500.wav,1036.56,-3.75
LC_ARU7_20240707_062500.wav,1062.01,-4.1
LC_ARU7_20240707_062500.wav,1071.86,-3.66
LC_ARU7_20240707_062500.wav,1088.76,-3.92
LC_ARU7_20240707_062500.wav,1112.91,-5.02
LC_ARU7_20240707_062500.wav,1140.22,-3.59
LC_ARU7_20240707_062500.wav,1152.66,-3.65
LC_ARU7_20240707_062500.wav,1172.54,-4.04
LC_ARU7_20240707_062500.wav,1185.73,-3.34
LC_ARU7_20240707_062500.wav,1196.87,-5.22
LC_ARU7_20240707_062500.wav,1244.24,-5.1
LC_ARU7_20240707_062500.wav,1266.72,-5.12
LC_ARU7_20240707_062500.wav,1280.65,-3.99
LC_ARU7_20240707_062500.wav,1316.13,-3.59
LC_ARU7_20240707_062500.wav,1329.88,-3.83
LC_ARU7_20240707_062500.wav,1341.02,-3.8
LC_ARU7_20240707_062500.wav,1354.4,-3.8
LC_ARU7_20240707_062500.wav,1376.69,-3.6
LC_ARU7_20240707_062500.wav,1402.69,-3.64
LC_ARU7_20240707_062500.wav,1432.42,-3.97
LC_ARU7_20240707_062500.wav,1472.54,-3.97
LC_ARU7_20240707_062500.wav,1487.59,-3.81
LC_ARU7_20240707_062500.wav,1534.4,-3.95
LC_ARU7_20240707_062500.wav,1559.29,-3.93
LC_ARU7_20240707_062500.wav,1572.48,-3.55
LC_ARU7_20240707_062500.wav,1588.45,-2.78
LC_ARU7_20240707_062500.wav,1751.18,-5.48
LC_ARU7_20240707_062500.wav,1783.69,-4.08
LC_ARU8_20240625_062500.wav,18.41,-4.79
LC_ARU8_20240625_062500.wav,40.7,-4.5
LC_ARU8_20240625_062500.wav,73.58,-4.44
LC_ARU8_20240625_062500.wav,110.55,-5.06
LC_ARU8_20240625_062500.wav,143.24,-5.13
LC_ARU8_20240625_062500.wav,146.22,-4.28
LC_ARU8_20240625_062500.wav,152.72,-4.95
LC_ARU8_20240625_062500.wav,183.93,-4.41
LC_ARU8_20240625_062500.wav,204.54,-4.42
LC_ARU8_20240625_062500.wav,223.31,-5.51
LC_ARU8_20240625_062500.wav,238.72,-5.08
LC_ARU8_20240625_062500.wav,266.77,-4.34
LC_ARU8_20240625_062500.wav,276.99,-5.43
LC_ARU8_20240625_062500.wav,297.42,-5.31
LC_ARU8_20240625_062500.wav,323.24,-5.47
LC_ARU8_20240625_062500.wav,335.32,-4.37
LC_ARU8_20240625_062500.wav,341.08,-5.31
LC_ARU8_20240625_062500.wav,351.85,-4.4
LC_ARU8_20240625_062500.wav,363.37,-5.06
LC_ARU8_20240625_062500.wav,368.2,-4.51
LC_ARU8_20240625_062500.wav,376.19,-5.11
LC_ARU8_20240625_062500.wav,398.85,-5
LC_ARU8_20240625_062500.wav,440.27,-4.38
LC_ARU8_20240625_062500.wav,451.42,-5.65
LC_ARU8_20240625_062500.wav,455.51,-5.1
LC_ARU8_20240625_062500.wav,459.78,-4.34
LC_ARU8_20240625_062500.wav,475.01,-4.25
LC_ARU8_20240625_062500.wav,533.34,-4.4
LC_ARU8_20240625_062500.wav,573.46,-4.37
LC_ARU8_20240625_062500.wav,613.22,-5.49
LC_ARU8_20240625_062500.wav,792.66,-4.8
LC_ARU8_20240625_062500.wav,870.31,-3.65
LC_ARU8_20240625_062500.wav,881.64,-5.18
LC_ARU8_20240625_062500.wav,887.21,-3.46
LC_ARU8_20240625_062500.wav,902.82,-3.76
LC_ARU8_20240625_062500.wav,926.41,-5.06
LC_ARU8_20240625_062500.wav,931.24,-3.78
LC_ARU8_20240625_062500.wav,934.77,-4.61
LC_ARU8_20240625_062500.wav,941.27,-5.1
LC_ARU8_20240625_062500.wav,945.91,-3.78
LC_ARU8_20240625_062500.wav,957.06,-4.99
LC_ARU8_20240625_062500.wav,960.03,-3.79
LC_ARU8_20240625_062500.wav,965.79,-5.49
LC_ARU8_20240625_062500.wav,974.89,-4.57
LC_ARU8_20240625_062500.wav,980.28,-5.11
LC_ARU8_20240625_062500.wav,983.81,-5.18
LC_ARU8_20240625_062500.wav,993.09,-4.56
LC_ARU8_20240625_062500.wav,998.11,-5.15
LC_ARU8_20240625_062500.wav,1010.18,-4.14
LC_ARU8_20240625_062500.wav,1039.35,-4.97
LC_ARU8_20240625_062500.wav,1049.75,-3.97
LC_ARU8_20240625_062500.wav,1067.77,-4.91
LC_ARU8_20240625_062500.wav,1080.96,-5.01
LC_ARU8_20240625_062500.wav,1089.88,-3.85
LC_ARU8_20240625_062500.wav,1115.7,-4.14
LC_ARU8_20240625_062500.wav,1120.34,-4.93
LC_ARU8_20240625_062500.wav,1151.92,-4.75
LC_ARU8_20240625_062500.wav,1159.35,-3.93
LC_ARU8_20240625_062500.wav,1173.84,-4.1
LC_ARU8_20240625_062500.wav,1176.62,-5.21
LC_ARU8_20240625_062500.wav,1233.1,-4.96
LC_ARU8_20240625_062500.wav,1237.18,-4.09
LC_ARU8_20240625_062500.wav,1256.13,-5.19
LC_ARU8_20240625_062500.wav,1261.33,-5.3
LC_ARU8_20240625_062500.wav,1267.46,-5.24
LC_ARU8_20240625_062500.wav,1297.74,-5.43
LC_ARU8_20240625_062500.wav,1317.24,-4.01
LC_ARU8_20240625_062500.wav,1333.22,-3.99
LC_ARU8_20240625_062500.wav,1353.84,-5.44
LC_ARU8_20240625_062500.wav,1367.96,-4.89
LC_ARU8_20240625_062500.wav,1409.94,-5.32
LC_ARU8_20240625_062500.wav,1415.7,-3.86
LC_ARU8_20240625_062500.wav,1435.02,-4.04
LC_ARU8_20240625_062500.wav,1438.92,-5.12
LC_ARU8_20240625_062500.wav,1456.75,-4.26
LC_ARU8_20240625_062500.wav,1465.48,-3.92
LC_ARU8_20240625_062500.wav,1520.47,-4.17
LC_ARU8_20240625_062500.wav,1532.91,-4.84
LC_ARU8_20240625_062500.wav,1575.08,-4.49
LC_ARU8_20240625_062500.wav,1581.02,-4.24
LC_ARU8_20240625_062500.wav,1584.37,-3.91
LC_ARU8_20240625_062500.wav,1589.2,-5.22
LC_ARU8_20240625_062500.wav,1643.44,-3.99
LC_ARU8_20240625_062500.wav,1705.11,-3.74
LC_ARU8_20240629_062500.wav,146.03,-5.17
LC_ARU8_20240629_062500.wav,158.48,-5.01
LC_ARU8_20240629_062500.wav,175.57,-5.27
LC_ARU8_20240629_062500.wav,191.17,-4.83
LC_ARU8_20240629_062500.wav,219.96,-5.41
LC_ARU8_20240629_062500.wav,231.11,-5.17
LC_ARU8_20240629_062500.wav,263.8,-5.34
LC_ARU8_20240629_062500.wav,398.48,-4.91
LC_ARU8_20240629_062500.wav,419.47,-4.98
LC_ARU8_20240629_062500.wav,446.4,-5.43
LC_ARU8_20240629_062500.wav,462.01,-4.94
LC_ARU8_20240629_062500.wav,477.61,-5.46
LC_ARU8_20240629_062500.wav,494.7,-5.23
LC_ARU8_20240629_062500.wav,611.17,-5.51
LC_ARU8_20240629_062500.wav,648.88,-5.49
LC_ARU8_20240629_062500.wav,653.53,-4.56
LC_ARU8_20240629_062500.wav,699.78,-4.82
LC_ARU8_20240629_062500.wav,713.71,-4.89
LC_ARU8_20240629_062500.wav,724.11,-5.7
LC_ARU8_20240629_062500.wav,729.87,-5.48
LC_ARU8_20240629_062500.wav,734.15,-5.09
LC_ARU8_20240629_062500.wav,793.96,-5.08
LC_ARU8_20240629_062500.wav,834.27,-4.52
LC_ARU8_20240629_062500.wav,845.79,-5.5
LC_ARU8_20240629_062500.wav,850.8,-5.86
LC_ARU8_20240629_062500.wav,893.53,-4.64
LC_ARU8_20240629_062500.wav,903.19,-4.8
LC_ARU8_20240629_062500.wav,914.89,-5.5
LC_ARU8_20240629_062500.wav,916.75,-5.5
LC_ARU8_20240629_062500.wav,959.66,-5.28
LC_ARU8_20240629_062500.wav,994.39,-5.56
LC_ARU8_20240629_062500.wav,999.41,-5.55
LC_ARU8_20240629_062500.wav,1004.24,-5.6
LC_ARU8_20240629_062500.wav,1064.61,-5.29
LC_ARU8_20240629_062500.wav,1075.76,-5.75
LC_ARU8_20240629_062500.wav,1090.06,-5.62
LC_ARU8_20240629_062500.wav,1120.71,-5.25
LC_ARU8_20240629_062500.wav,1137.06,-5.59
LC_ARU8_20240629_062500.wav,1171.8,-5.39
LC_ARU8_20240629_062500.wav,1174.58,-5.28
LC_ARU8_20240629_062500.wav,1202.63,-5.68
LC_ARU8_20240629_062500.wav,1267.28,-4.79
LC_ARU8_20240629_062500.wav,1319.1,-4.01
LC_ARU8_20240629_062500.wav,1376.5,-5.56
LC_ARU8_20240629_062500.wav,1497.99,-5.44
LC_ARU8_20240629_062500.wav,1515.45,-4.96
LC_ARU8_20240629_062500.wav,1568.02,-5.41
LC_ARU8_20240629_062500.wav,1579.91,-5.53
LC_ARU8_20240629_062500.wav,1585.48,-4.89
LC_ARU8_20240629_062500.wav,1607.96,-4.37
LC_ARU8_20240629_062500.wav,1623.38,-3.73
LC_ARU8_20240629_062500.wav,1634.89,-4.81
LC_ARU8_20240629_062500.wav,1646.41,-3.86
LC_ARU8_20240629_062500.wav,1660.16,-3.68
LC_ARU8_20240629_062500.wav,1668.7,-5.24
LC_ARU8_20240629_062500.wav,1676.69,-3.66
LC_ARU8_20240629_062500.wav,1696.01,-3.64
LC_ARU8_20240629_062500.wav,1711.98,-3.68
LC_ARU8_20240707_062500.wav,53.71,-4.41
LC_ARU8_20240707_062500.wav,138.04,-4.62
LC_ARU8_20240707_062500.wav,313.4,-4.48
LC_ARU8_20240707_062500.wav,418.54,-4.62
LC_ARU8_20240707_062500.wav,709.63,-4.73
LC_ARU8_20240707_062500.wav,793.4,-4.78
LC_ARU8_20240707_062500.wav,879.97,-5.31
LC_ARU8_20240707_062500.wav,1114.02,-5.39
LC_ARU8_20240707_062500.wav,1362.94,-3.69
LC_ARU8_20240707_062500.wav,1403.44,-3.74
LC_ARU8_20240707_062500.wav,1427.03,-5.54
LC_ARU8_20240707_062500.wav,1429.26,-5.62
LC_ARU8_20240707_062500.wav,1445.98,-5.55
LC_ARU8_20240707_062500.wav,1469.57,-5.83
LC_ARU8_20240707_062500.wav,1511.55,-5.19
LC_ARU8_20240707_062500.wav,1522.88,-5.51
LC_ARU8_20240707_062500.wav,1535.7,-5.55
LC_ARU8_20240707_062500.wav,1548.89,-5.33
LC_ARU8_20240707_062500.wav,1589.57,-5.79
LC_ARU8_20240707_062500.wav,1606.47,-5.64
LC_ARU8_20240707_062500.wav,1627.65,-5.59
LC_ARU8_20240707_062500.wav,1642.32,-5.01
LC_ARU8_20240707_062500.wav,1673.16,-5.03
LC_ARU8_20240707_062500.wav,1685.98,-5.67
LC_ARU8_20240707_062500.wav,1701.58,-5.56
LC_ARU8_20240707_062500.wav,1714.03,-5.58
LC_ARU8_20240707_062500.wav,1727.22,-5.74
LC_ARU8_20240707_062500.wav,1742.08,-5.6
LC_ARU8_20240707_062500.wav,1768.27,-5.7
LC_ARU8_20240707_062500.wav,1775.33,-6.06
LC_ARU8_20240707_062500.wav,1786.1,-5.66
LC_ARU8_20240703_062500.wav,395.88,-4.81
LC_ARU8_20240703_062500.wav,408.88,-4.47
LC_ARU8_20240703_062500.wav,470.55,-4.91
LC_ARU8_20240703_062500.wav,475.94,-5.08
LC_ARU8_20240703_062500.wav,519.59,-4.69
LC_ARU8_20240703_062500.wav,525.91,-5.05
LC_ARU8_20240703_062500.wav,535.01,-4.74
LC_ARU8_20240703_062500.wav,646.47,-5.12
LC_ARU8_20240703_062500.wav,657.8,-5.07
LC_ARU8_20240703_062500.wav,661.7,-5.1
LC_ARU8_20240703_062500.wav,801.39,-5.17
LC_ARU8_20240703_062500.wav,843.37,-5.19
LC_ARU8_20240703_062500.wav,885.91,-5.22
LC_ARU8_20240703_062500.wav,913.96,-5.75
LC_ARU8_20240703_062500.wav,924.18,-5.04
LC_ARU8_20240703_062500.wav,1046.22,-4.51
LC_ARU8_20240703_062500.wav,1086.9,-5.28
LC_ARU8_20240703_062500.wav,1179.23,-4.44
LC_ARU8_20240703_062500.wav,1202.45,-6.37
LC_ARU8_20240703_062500.wav,1334.52,-4.78
LC_ARU8_20240703_062500.wav,1363.68,-5
LC_ARU8_20240703_062500.wav,1402.32,-6.06
LC_ARU8_20240703_062500.wav,1408.27,-5.33
LC_ARU8_20240703_062500.wav,1419.04,-5.37
LC_ARU8_20240703_062500.wav,1703.07,-6
LC_ARU9_20240625_062500.wav,1545.17,-5.86
LC_ARU9_20240625_062500.wav,1559.48,-5.29
LC_ARU9_20240625_062500.wav,1638.79,-6
LC_ARU10_20240629_062500.wav,400.71,-5.04
LC_ARU10_20240629_062500.wav,593.53,-4.77
LC_ARU10_20240629_062500.wav,607.46,-4.91
LC_ARU10_20240629_062500.wav,771.3,-5.44
LC_ARU10_20240629_062500.wav,1043.44,-5.29
LC_ARU10_20240629_062500.wav,1315.57,-5.44
LC_ARU10_20240629_062500.wav,1359.04,-5.53
LC_ARU10_20240629_062500.wav,1383.19,-5.52
LC_ARU10_20240629_062500.wav,1426.84,-5.32
LC_ARU10_20240629_062500.wav,1616.69,-5.35
LC_ARU10_20240629_062500.wav,1622.82,-5.68
LC_ARU10_20240629_062500.wav,1688.02,-5.47
LC_ARU10_20240629_062500.wav,1731.67,-5.71
LC_ARU10_20240629_062500.wav,1763.07,-5.54
LC_ARU10_20240625_062500.wav,101.26,-4.49
LC_ARU10_20240625_062500.wav,124.67,-3.93
LC_ARU10_20240625_062500.wav,292.78,-5.17
LC_ARU10_20240625_062500.wav,355.38,-5.19
LC_ARU10_20240625_062500.wav,520.89,-5.27
LC_ARU10_20240625_062500.wav,540.77,-4.25
LC_ARU10_20240625_062500.wav,575.69,-5.39
LC_ARU10_20240625_062500.wav,587.21,-4.22
LC_ARU10_20240625_062500.wav,650.55,-5.35
LC_ARU10_20240625_062500.wav,659.84,-4.18
LC_ARU10_20240625_062500.wav,670.06,-5.12
LC_ARU10_20240625_062500.wav,683.06,-4.17
LC_ARU10_20240625_062500.wav,691.23,-4.94
LC_ARU10_20240625_062500.wav,698.29,-5.43
LC_ARU10_20240625_062500.wav,702.75,-4.13
LC_ARU10_20240625_062500.wav,729.69,-5.27
LC_ARU10_20240625_062500.wav,748.82,-5.09
LC_ARU10_20240625_062500.wav,762.2,-5.39
LC_ARU10_20240625_062500.wav,844.12,-4.93
LC_ARU10_20240625_062500.wav,896.31,-5.69
LC_ARU10_20240625_062500.wav,928.64,-5.72
LC_ARU10_20240625_062500.wav,936.07,-5.17
LC_ARU10_20240625_062500.wav,968.95,-4.53
LC_ARU10_20240625_062500.wav,973.78,-5.34
LC_ARU10_20240625_062500.wav,978.98,-5.8
LC_ARU10_20240625_062500.wav,992.72,-4.47
LC_ARU10_20240625_062500.wav,1018.17,-4.51
LC_ARU10_20240625_062500.wav,1049.75,-4.36
LC_ARU10_20240625_062500.wav,1079.1,-5.25
LC_ARU10_20240625_062500.wav,1100.09,-5.42
LC_ARU10_20240625_062500.wav,1125.54,-5.74
LC_ARU10_20240625_062500.wav,1136.87,-5.17
LC_ARU10_20240625_062500.wav,1153.03,-5.18
LC_ARU10_20240625_062500.wav,1161.58,-4.6
LC_ARU10_20240625_062500.wav,1168.27,-4.3
LC_ARU10_20240625_062500.wav,1180.34,-5.84
LC_ARU10_20240625_062500.wav,1184.24,-4.22
LC_ARU10_20240625_062500.wav,1198.73,-4.38
LC_ARU10_20240625_062500.wav,1202.07,-4.22
LC_ARU10_20240625_062500.wav,1216.75,-4.37
LC_ARU10_20240625_062500.wav,1255.76,-5.62
LC_ARU10_20240625_062500.wav,1310.74,-4.31
LC_ARU10_20240625_062500.wav,1323.93,-4.45
LC_ARU10_20240625_062500.wav,1338.42,-4.41
LC_ARU10_20240625_062500.wav,1368.14,-5.85
LC_ARU10_20240625_062500.wav,1372.04,-4.42
LC_ARU10_20240625_062500.wav,1390.81,-4.36
LC_ARU10_20240625_062500.wav,1428.51,-4.4
LC_ARU10_20240625_062500.wav,1446.91,-4.99
LC_ARU10_20240625_062500.wav,1462.51,-4.37
LC_ARU10_20240625_062500.wav,1551.3,-5.63
LC_ARU10_20240625_062500.wav,1677.25,-4.32
LC_ARU10_20240703_062500.wav,12.84,-4.82
LC_ARU10_20240703_062500.wav,23.99,-4.81
LC_ARU10_20240703_062500.wav,37.73,-4.61
LC_ARU10_20240703_062500.wav,49.06,-4.21
LC_ARU10_20240703_062500.wav,55.57,-4.68
LC_ARU10_20240703_062500.wav,61.7,-4.33
LC_ARU10_20240703_062500.wav,82.87,-4.72
LC_ARU10_20240703_062500.wav,112.22,-3.88
LC_ARU10_20240703_062500.wav,173.71,-3.39
LC_ARU10_20240703_062500.wav,183.93,-3.57
LC_ARU10_20240703_062500.wav,240.4,-3.86
LC_ARU10_20240703_062500.wav,245.78,-4.81
LC_ARU10_20240703_062500.wav,263.99,-4.01
LC_ARU10_20240703_062500.wav,268.26,-3.93
LC_ARU10_20240703_062500.wav,275.13,-4.56
LC_ARU10_20240703_062500.wav,292.97,-4.11
LC_ARU10_20240703_062500.wav,304.48,-4.03
LC_ARU10_20240703_062500.wav,317.86,-2.08
LC_ARU10_20240703_062500.wav,356.87,-3.77
LC_ARU10_20240703_062500.wav,422.07,-4.9
LC_ARU10_20240703_062500.wav,528.88,-4.45
LC_ARU10_20240703_062500.wav,544.67,-4.19
LC_ARU10_20240703_062500.wav,556.19,-4.12
LC_ARU10_20240703_062500.wav,581.64,-4.27
LC_ARU10_20240703_062500.wav,634.39,-4.07
LC_ARU10_20240703_062500.wav,668.76,-4.03
LC_ARU10_20240703_062500.wav,738.05,-4.56
LC_ARU10_20240703_062500.wav,753.09,-5.69
LC_ARU10_20240703_062500.wav,758.11,-4.18
LC_ARU10_20240703_062500.wav,762.75,-4.99
LC_ARU10_20240703_062500.wav,779.47,-4.97
LC_ARU10_20240703_062500.wav,798.6,-3.99
LC_ARU10_20240703_062500.wav,809.01,-4.66
LC_ARU10_20240703_062500.wav,815.69,-4.34
LC_ARU10_20240703_062500.wav,859.9,-4.01
LC_ARU10_20240703_062500.wav,874.95,-4
LC_ARU10_20240703_062500.wav,958.54,-5.79
LC_ARU10_20240703_062500.wav,974.52,-4.03
LC_ARU10_20240703_062500.wav,1047.15,-4.6
LC_ARU10_20240703_062500.wav,1055.32,-5.61
LC_ARU10_20240703_062500.wav,1059.97,-3.85
LC_ARU10_20240703_062500.wav,1070,-5.65
LC_ARU10_20240703_062500.wav,1084.12,-5.38
LC_ARU10_20240703_062500.wav,1086.9,-5.1
LC_ARU10_20240703_062500.wav,1094.33,-4.24
LC_ARU10_20240703_062500.wav,1118.3,-5.09
LC_ARU10_20240703_062500.wav,1122.75,-4.07
LC_ARU10_20240703_062500.wav,1128.51,-5.42
LC_ARU10_20240703_062500.wav,1139.1,-5.2
LC_ARU10_20240703_062500.wav,1148.58,-5.33
LC_ARU10_20240703_062500.wav,1152.66,-6.01
LC_ARU10_20240703_062500.wav,1174.77,-4.43
LC_ARU10_20240703_062500.wav,1179.6,-5.57
LC_ARU10_20240703_062500.wav,1189.63,-4.48
LC_ARU10_20240703_062500.wav,1192.6,-5.4
LC_ARU10_20240703_062500.wav,1199.1,-4.19
LC_ARU10_20240703_062500.wav,1211.55,-4.19
LC_ARU10_20240703_062500.wav,1233.1,-3.95
LC_ARU10_20240703_062500.wav,1263.75,-4.01
LC_ARU10_20240703_062500.wav,1275.45,-4.29
LC_ARU10_20240703_062500.wav,1286.22,-5.56
LC_ARU10_20240703_062500.wav,1292.54,-4.15
LC_ARU10_20240703_062500.wav,1307.4,-5.57
LC_ARU10_20240703_062500.wav,1337.86,-5.12
LC_ARU10_20240703_062500.wav,1344.55,-4.56
LC_ARU10_20240703_062500.wav,1350.5,-5.24
LC_ARU10_20240703_062500.wav,1379.29,-4.82
LC_ARU10_20240703_062500.wav,1397.12,-5.38
LC_ARU10_20240703_062500.wav,1437.62,-5.5
LC_ARU10_20240703_062500.wav,1447.46,-5.04
LC_ARU10_20240703_062500.wav,1460.09,-5.56
LC_ARU10_20240703_062500.wav,1516.38,-4.96
LC_ARU10_20240703_062500.wav,1528.45,-5.87
LC_ARU10_20240703_062500.wav,1536.07,-4.9
LC_ARU10_20240703_062500.wav,1548.14,-4.81
LC_ARU10_20240703_062500.wav,1557.25,-5.4
LC_ARU10_20240703_062500.wav,1580.47,-5
LC_ARU10_20240703_062500.wav,1586.04,-5.25
LC_ARU10_20240703_062500.wav,1594.21,-4.83
LC_ARU10_20240703_062500.wav,1600.71,-5.19
LC_ARU10_20240703_062500.wav,1610.56,-4.7
LC_ARU10_20240703_062500.wav,1619.29,-5.41
LC_ARU10_20240703_062500.wav,1625.42,-4.75
LC_ARU10_20240703_062500.wav,1635.82,-5.38
LC_ARU10_20240703_062500.wav,1653.1,-5.19
LC_ARU10_20240703_062500.wav,1659.04,-4.95
LC_ARU10_20240703_062500.wav,1688.21,-4.92
LC_ARU10_20240703_062500.wav,1693.97,-5.34
LC_ARU10_20240703_062500.wav,1704.55,-4.88
LC_ARU10_20240703_062500.wav,1719.6,-4.8
LC_ARU10_20240703_062500.wav,1730.93,-5.18
LC_ARU10_20240703_062500.wav,1755.64,-5.1
LC_ARU10_20240703_062500.wav,1761.4,-5.7
LC_ARU11_20240625_062500.wav,16.93,-5.31
LC_ARU11_20240625_062500.wav,87.33,-5.4
LC_ARU11_20240625_062500.wav,153.83,-5.16
LC_ARU11_20240625_062500.wav,261.57,-5.8
LC_ARU11_20240625_062500.wav,282.56,-4.23
LC_ARU11_20240625_062500.wav,295.57,-5.66
LC_ARU11_20240625_062500.wav,471.67,-4.96
LC_ARU11_20240625_062500.wav,497.12,-4.98
LC_ARU11_20240625_062500.wav,506.96,-5.11
LC_ARU11_20240625_062500.wav,536.68,-5.84
LC_ARU11_20240625_062500.wav,542.07,-5.21
LC_ARU11_20240625_062500.wav,554.52,-5.25
LC_ARU11_20240625_062500.wav,601.7,-5.34
LC_ARU11_20240625_062500.wav,627.89,-5.58
LC_ARU11_20240625_062500.wav,651.11,-5.68
LC_ARU11_20240625_062500.wav,694.21,-5.5
LC_ARU11_20240625_062500.wav,706.1,-5.26
LC_ARU11_20240625_062500.wav,717.24,-5.37
LC_ARU11_20240625_062500.wav,756.44,-5.61
LC_ARU11_20240625_062500.wav,766.65,-6.08
LC_ARU11_20240625_062500.wav,770.18,-5.61
LC_ARU11_20240625_062500.wav,849.13,-5.27
LC_ARU11_20240625_062500.wav,915.26,-5.49
LC_ARU11_20240625_062500.wav,928.82,-5.42
LC_ARU11_20240625_062500.wav,1041.76,-5.28
LC_ARU11_20240625_062500.wav,1057.92,-5.22
LC_ARU11_20240625_062500.wav,1071.11,-4.87
LC_ARU11_20240625_062500.wav,1085.97,-4.81
LC_ARU11_20240625_062500.wav,1120.15,-4.72
LC_ARU11_20240625_062500.wav,1134.64,-4.57
LC_ARU11_20240625_062500.wav,1150.25,-4.51
LC_ARU11_20240625_062500.wav,1160.46,-4.55
LC_ARU11_20240625_062500.wav,1179.78,-4.36
LC_ARU11_20240625_062500.wav,1190.37,-4.41
LC_ARU11_20240625_062500.wav,1246.66,-5.19
LC_ARU11_20240625_062500.wav,1291.05,-5.04
LC_ARU10_20240707_062500.wav,10.61,-3.45
LC_ARU10_20240707_062500.wav,32.9,-3.46
LC_ARU10_20240707_062500.wav,46.09,-3.45
LC_ARU10_20240707_062500.wav,110.36,-3.47
LC_ARU10_20240707_062500.wav,198.79,-3.45
LC_ARU10_20240707_062500.wav,236.31,-3.47
LC_ARU10_20240707_062500.wav,300.58,-3.43
LC_ARU10_20240707_062500.wav,311.73,-3.53
LC_ARU10_20240707_062500.wav,331.6,-4.48
LC_ARU10_20240707_062500.wav,361.88,-3.56
LC_ARU10_20240707_062500.wav,375.44,-3.56
LC_ARU10_20240707_062500.wav,397.55,-3.53
LC_ARU10_20240707_062500.wav,435.07,-3.59
