"FileName","NB_whistle_mean_time","nbVolume","Study_Area","SiteID","Site_Number","Recording_Time","Date_Time","Date","Time"
"LC_ARU2_20240707_062500.wav",881.82,-4.79,"LC","ARU2",2,"0625",2024-07-07 06:39:41.82,2024-07-07,"06:39:41"
"LC_ARU2_20240707_062500.wav",958.36,-4.36,"LC","ARU2",2,"0625",2024-07-07 06:40:58.36,2024-07-07,"06:40:58"
"LC_ARU2_20240707_062500.wav",1061.64,-4.34,"LC","ARU2",2,"0625",2024-07-07 06:42:41.64,2024-07-07,"06:42:41"
"LC_ARU2_20240707_062500.wav",1332.66,-4.59,"LC","ARU2",2,"0625",2024-07-07 06:47:12.66,2024-07-07,"06:47:12"
"LC_ARU2_20240707_062500.wav",1349.57,-4.58,"LC","ARU2",2,"0625",2024-07-07 06:47:29.57,2024-07-07,"06:47:29"
"LC_ARU2_20240707_062500.wav",1384.49,-4.34,"LC","ARU2",2,"0625",2024-07-07 06:48:04.49,2024-07-07,"06:48:04"
"LC_ARU2_20240707_062500.wav",1697.31,-3.98,"LC","ARU2",2,"0625",2024-07-07 06:53:17.31,2024-07-07,"06:53:17"
"LC_ARU2_20240707_062500.wav",1731.3,-4.4,"LC","ARU2",2,"0625",2024-07-07 06:53:51.3,2024-07-07,"06:53:51"
"LC_ARU2_20240707_062500.wav",1797.62,-4.79,"LC","ARU2",2,"0625",2024-07-07 06:54:57.62,2024-07-07,"06:54:57"
"LC_ARU3_20240703_062500.wav",1359.6,-5.6,"LC","ARU3",3,"0625",2024-07-03 06:47:39.6,2024-07-03,"06:47:39"
"LC_ARU3_20240703_062500.wav",1696.57,-5.96,"LC","ARU3",3,"0625",2024-07-03 06:53:16.57,2024-07-03,"06:53:16"
"LC_ARU3_20240707_062500.wav",972.29,-5.49,"LC","ARU3",3,"0625",2024-07-07 06:41:12.29,2024-07-07,"06:41:12"
"LC_ARU3_20240707_062500.wav",1744.31,-5.58,"LC","ARU3",3,"0625",2024-07-07 06:54:04.31,2024-07-07,"06:54:04"
"LC_ARU4_20240625_062500.wav",10.24,-3.67,"LC","ARU4",4,"0625",2024-06-25 06:25:10.24,2024-06-25,"06:25:10"
"LC_ARU4_20240625_062500.wav",18.97,-3.89,"LC","ARU4",4,"0625",2024-06-25 06:25:18.97,2024-06-25,"06:25:18"
"LC_ARU4_20240625_062500.wav",35.13,-3.58,"LC","ARU4",4,"0625",2024-06-25 06:25:35.13,2024-06-25,"06:25:35"
"LC_ARU4_20240625_062500.wav",50.55,-3.55,"LC","ARU4",4,"0625",2024-06-25 06:25:50.55,2024-06-25,"06:25:50"
"LC_ARU4_20240625_062500.wav",63.18,-3.49,"LC","ARU4",4,"0625",2024-06-25 06:26:03.18,2024-06-25,"06:26:03"
"LC_ARU4_20240625_062500.wav",77.67,-3.5,"LC","ARU4",4,"0625",2024-06-25 06:26:17.67,2024-06-25,"06:26:17"
"LC_ARU4_20240625_062500.wav",88.44,-3.43,"LC","ARU4",4,"0625",2024-06-25 06:26:28.44,2024-06-25,"06:26:28"
"LC_ARU4_20240625_062500.wav",94.57,-4.73,"LC","ARU4",4,"0625",2024-06-25 06:26:34.57,2024-06-25,"06:26:34"
"LC_ARU4_20240625_062500.wav",102.93,-3.54,"LC","ARU4",4,"0625",2024-06-25 06:26:42.93,2024-06-25,"06:26:42"
"LC_ARU4_20240625_062500.wav",111.48,-5.35,"LC","ARU4",4,"0625",2024-06-25 06:26:51.48,2024-06-25,"06:26:51"
"LC_ARU4_20240625_062500.wav",116.12,-3.54,"LC","ARU4",4,"0625",2024-06-25 06:26:56.12,2024-06-25,"06:26:56"
"LC_ARU4_20240625_062500.wav",146.59,-3.63,"LC","ARU4",4,"0625",2024-06-25 06:27:26.59,2024-06-25,"06:27:26"
"LC_ARU4_20240625_062500.wav",172.41,-3.98,"LC","ARU4",4,"0625",2024-06-25 06:27:52.41,2024-06-25,"06:27:52"
"LC_ARU4_20240625_062500.wav",181.7,-3.99,"LC","ARU4",4,"0625",2024-06-25 06:28:01.7,2024-06-25,"06:28:01"
"LC_ARU4_20240625_062500.wav",202.69,-3.67,"LC","ARU4",4,"0625",2024-06-25 06:28:22.69,2024-06-25,"06:28:22"
"LC_ARU4_20240625_062500.wav",214.95,-3.65,"LC","ARU4",4,"0625",2024-06-25 06:28:34.95,2024-06-25,"06:28:34"
"LC_ARU4_20240625_062500.wav",220.33,-3.89,"LC","ARU4",4,"0625",2024-06-25 06:28:40.33,2024-06-25,"06:28:40"
"LC_ARU4_20240625_062500.wav",228.32,-3.78,"LC","ARU4",4,"0625",2024-06-25 06:28:48.32,2024-06-25,"06:28:48"
